Fecha,Provincia,Marca,Venta Total,Iva,Sub Total
2024-09-05,Los Ríos,Cajun,28104.19,4215.63,23888.56
2024-09-06,Los Ríos,Cajun,23132.53,3469.88,19662.65
2024-09-07,Los Ríos,Cajun,19621.18,2943.18,16678.0
2024-09-08,Los Ríos,Cajun,21668.89,3250.33,18418.56
2024-09-09,Los Ríos,Cajun,22832.14,3424.82,19407.32
2024-09-10,Los Ríos,Cajun,17915.98,2687.4,15228.58
2024-09-11,Los Ríos,Cajun,22570.95,3385.64,19185.31
2024-09-12,Los Ríos,Cajun,16487.28,2473.09,14014.19
2024-09-13,Los Ríos,Cajun,16829.95,2524.49,14305.46
2024-09-14,Los Ríos,Cajun,18385.48,2757.82,15627.66
2024-09-15,Los Ríos,Cajun,22504.95,3375.74,19129.21
2024-09-16,Los Ríos,Cajun,22046.6,3306.99,18739.61
2024-09-17,Los Ríos,Cajun,27064.43,4059.66,23004.77
2024-09-18,Los Ríos,Cajun,24971.71,3745.76,21225.95
2024-09-19,Los Ríos,Cajun,17065.25,2559.79,14505.46
2024-09-20,Los Ríos,Cajun,19782.08,2967.31,16814.77
2024-09-21,Los Ríos,Cajun,23702.59,3555.39,20147.2
2024-09-22,Los Ríos,Cajun,30634.64,4595.2,26039.44
2024-09-23,Los Ríos,Cajun,29510.96,4426.64,25084.32
2024-09-24,Los Ríos,Cajun,15510.18,2326.53,13183.65
2024-09-25,Los Ríos,Cajun,17439.21,2615.88,14823.33
2024-09-26,Los Ríos,Cajun,20025.76,3003.86,17021.9
2024-09-27,Los Ríos,Cajun,27424.03,4113.6,23310.43
2024-09-28,Los Ríos,Cajun,20036.74,3005.51,17031.23
2024-09-29,Los Ríos,Cajun,26633.84,3995.08,22638.76
2024-09-30,Los Ríos,Cajun,20022.97,3003.45,17019.52
2024-10-01,Los Ríos,Cajun,25225.07,3783.76,21441.31
2024-10-02,Los Ríos,Cajun,24739.56,3710.93,21028.63
2024-10-03,Los Ríos,Cajun,21189.27,3178.39,18010.88
2024-10-04,Los Ríos,Cajun,26982.73,4047.41,22935.32
2024-10-05,Los Ríos,Cajun,26628.71,3994.31,22634.4
2024-10-06,Los Ríos,Cajun,28275.18,4241.28,24033.9
2024-10-07,Los Ríos,Cajun,24059.04,3608.86,20450.18
2024-10-08,Los Ríos,Cajun,30210.09,4531.51,25678.58
2024-10-09,Los Ríos,Cajun,21229.79,3184.47,18045.32
2024-10-10,Los Ríos,Cajun,26872.69,4030.9,22841.79
2024-10-11,Los Ríos,Cajun,19066.59,2859.99,16206.6
2024-10-12,Los Ríos,Cajun,18679.06,2801.86,15877.2
2024-10-13,Los Ríos,Cajun,24548.14,3682.22,20865.92
2024-10-14,Los Ríos,Cajun,28476.98,4271.55,24205.43
2024-10-15,Los Ríos,Cajun,27033.09,4054.96,22978.13
2024-10-16,Los Ríos,Cajun,19935.7,2990.36,16945.34
2024-10-17,Los Ríos,Cajun,27160.54,4074.08,23086.46
2024-10-18,Los Ríos,Cajun,27407.41,4111.11,23296.3
2024-10-19,Los Ríos,Cajun,29300.09,4395.01,24905.08
2024-10-20,Los Ríos,Cajun,20594.77,3089.22,17505.55
2024-10-21,Los Ríos,Cajun,18642.39,2796.36,15846.03
2024-10-22,Los Ríos,Cajun,26113.89,3917.08,22196.81
2024-10-23,Los Ríos,Cajun,25861.94,3879.29,21982.65
2024-10-24,Los Ríos,Cajun,25067.58,3760.14,21307.44
2024-10-25,Los Ríos,Cajun,26133.23,3919.98,22213.25
2024-10-26,Los Ríos,Cajun,17158.52,2573.78,14584.74
2024-10-27,Los Ríos,Cajun,24198.68,3629.8,20568.88
2024-10-28,Los Ríos,Cajun,23148.52,3472.28,19676.24
2024-10-29,Los Ríos,Cajun,23802.0,3570.3,20231.7
2024-10-30,Los Ríos,Cajun,16816.95,2522.54,14294.41
2024-10-31,Los Ríos,Cajun,25100.95,3765.14,21335.81
2024-11-01,Los Ríos,Cajun,30528.41,4579.26,25949.15
2024-11-02,Los Ríos,Cajun,23006.23,3450.93,19555.3
2024-11-03,Los Ríos,Cajun,25210.92,3781.64,21429.28
2024-11-04,Los Ríos,Cajun,23171.98,3475.8,19696.18
2024-11-05,Los Ríos,Cajun,29666.2,4449.93,25216.27
2024-11-06,Los Ríos,Cajun,24989.46,3748.42,21241.04
2024-11-07,Los Ríos,Cajun,21080.36,3162.05,17918.31
2024-11-08,Los Ríos,Cajun,24765.58,3714.84,21050.74
2024-11-09,Los Ríos,Cajun,17633.28,2644.99,14988.29
2024-11-10,Los Ríos,Cajun,16733.53,2510.03,14223.5
2024-11-11,Los Ríos,Cajun,22332.42,3349.86,18982.56
2024-11-12,Los Ríos,Cajun,22149.41,3322.41,18827.0
2024-11-13,Los Ríos,Cajun,24248.73,3637.31,20611.42
2024-11-14,Los Ríos,Cajun,22418.27,3362.74,19055.53
2024-11-15,Los Ríos,Cajun,25987.89,3898.18,22089.71
2024-11-16,Los Ríos,Cajun,22039.39,3305.91,18733.48
2024-11-17,Los Ríos,Cajun,25295.81,3794.37,21501.44
2024-11-18,Los Ríos,Cajun,28139.69,4220.95,23918.74
2024-11-19,Los Ríos,Cajun,27552.11,4132.82,23419.29
2024-11-20,Los Ríos,Cajun,20791.53,3118.73,17672.8
2024-11-21,Los Ríos,Cajun,17158.7,2573.8,14584.9
2024-11-22,Los Ríos,Cajun,18252.77,2737.92,15514.85
2024-11-23,Los Ríos,Cajun,21328.13,3199.22,18128.91
2024-11-24,Los Ríos,Cajun,20948.21,3142.23,17805.98
2024-11-25,Los Ríos,Cajun,20478.88,3071.83,17407.05
2024-11-26,Los Ríos,Cajun,18823.16,2823.47,15999.69
2024-11-27,Los Ríos,Cajun,26716.15,4007.42,22708.73
2024-11-28,Los Ríos,Cajun,22118.69,3317.8,18800.89
2024-11-29,Los Ríos,Cajun,21693.44,3254.02,18439.42
2024-11-30,Los Ríos,Cajun,15986.53,2397.98,13588.55
2024-12-01,Los Ríos,Cajun,30656.73,4598.51,26058.22
2024-12-02,Los Ríos,Cajun,26896.55,4034.48,22862.07
2024-12-03,Los Ríos,Cajun,25016.45,3752.47,21263.98
2024-12-04,Los Ríos,Cajun,25777.94,3866.69,21911.25
2024-12-05,Los Ríos,Cajun,17875.74,2681.36,15194.38
2024-12-06,Los Ríos,Cajun,24825.28,3723.79,21101.49
2024-12-07,Los Ríos,Cajun,29137.69,4370.65,24767.04
2024-12-08,Los Ríos,Cajun,26346.5,3951.97,22394.53
2024-12-09,Los Ríos,Cajun,28305.86,4245.88,24059.98
2024-12-10,Los Ríos,Cajun,24270.72,3640.61,20630.11
2024-12-11,Los Ríos,Cajun,26821.38,4023.21,22798.17
2024-12-12,Los Ríos,Cajun,24919.14,3737.87,21181.27
2024-12-13,Los Ríos,Cajun,29374.22,4406.13,24968.09
2024-12-14,Los Ríos,Cajun,27027.82,4054.17,22973.65
2024-12-15,Los Ríos,Cajun,26179.93,3926.99,22252.94
2024-12-16,Los Ríos,Cajun,30497.48,4574.62,25922.86
2024-12-17,Los Ríos,Cajun,29018.22,4352.73,24665.49
2024-12-18,Los Ríos,Cajun,18698.71,2804.81,15893.9
2024-12-19,Los Ríos,Cajun,24460.04,3669.01,20791.03
2024-12-20,Los Ríos,Cajun,29196.8,4379.52,24817.28
2024-12-21,Los Ríos,Cajun,18188.88,2728.33,15460.55
2024-12-22,Los Ríos,Cajun,27871.95,4180.79,23691.16
2024-12-23,Los Ríos,Cajun,28883.51,4332.53,24550.98
2024-12-24,Los Ríos,Cajun,23937.7,3590.66,20347.04
2024-12-25,Los Ríos,Cajun,17105.04,2565.76,14539.28
2024-12-26,Los Ríos,Cajun,29289.13,4393.37,24895.76
2024-12-27,Los Ríos,Cajun,29335.48,4400.32,24935.16
2024-12-28,Los Ríos,Cajun,30175.61,4526.34,25649.27
2024-12-29,Los Ríos,Cajun,29078.42,4361.76,24716.66
2024-12-30,Los Ríos,Cajun,19141.17,2871.18,16269.99
2024-01-01,Manabí,American Deli,27232.88,4084.93,23147.95
2024-01-02,Manabí,American Deli,21720.04,3258.01,18462.03
2024-01-03,Manabí,American Deli,21057.56,3158.63,17898.93
2024-01-04,Manabí,American Deli,16198.36,2429.75,13768.61
2024-01-05,Manabí,American Deli,18882.94,2832.44,16050.5
2024-01-06,Manabí,American Deli,17854.31,2678.15,15176.16
2024-01-07,Manabí,American Deli,20467.49,3070.12,17397.37
2024-01-08,Manabí,American Deli,23139.55,3470.93,19668.62
2024-01-09,Manabí,American Deli,26938.48,4040.77,22897.71
2024-01-10,Manabí,American Deli,18501.76,2775.26,15726.5
2024-01-11,Manabí,American Deli,17244.45,2586.67,14657.78
2024-01-12,Manabí,American Deli,15668.9,2350.34,13318.56
2024-01-13,Manabí,American Deli,29446.33,4416.95,25029.38
2024-01-14,Manabí,American Deli,17656.47,2648.47,15008.0
2024-01-15,Manabí,American Deli,29383.65,4407.55,24976.1
2024-01-16,Manabí,American Deli,17367.96,2605.19,14762.77
2024-01-17,Manabí,American Deli,16151.43,2422.71,13728.72
2024-01-18,Manabí,American Deli,29803.41,4470.51,25332.9
2024-01-19,Manabí,American Deli,22775.91,3416.39,19359.52
2024-01-20,Manabí,American Deli,25301.58,3795.24,21506.34
2024-01-21,Manabí,American Deli,26799.04,4019.86,22779.18
2024-01-22,Manabí,American Deli,17299.25,2594.89,14704.36
2024-01-23,Manabí,American Deli,29900.96,4485.14,25415.82
2024-01-24,Manabí,American Deli,23798.51,3569.78,20228.73
2024-01-25,Manabí,American Deli,21617.96,3242.69,18375.27
2024-01-26,Manabí,American Deli,21970.44,3295.57,18674.87
2024-01-27,Manabí,American Deli,16856.09,2528.41,14327.68
2024-01-28,Manabí,American Deli,29877.97,4481.7,25396.27
2024-01-29,Manabí,American Deli,25815.5,3872.32,21943.18
2024-01-30,Manabí,American Deli,24471.64,3670.75,20800.89
2024-01-31,Manabí,American Deli,28467.53,4270.13,24197.4
2024-02-01,Manabí,American Deli,23087.63,3463.14,19624.49
2024-02-02,Manabí,American Deli,22100.9,3315.14,18785.76
2024-02-03,Manabí,American Deli,28385.51,4257.83,24127.68
2024-02-04,Manabí,American Deli,27065.05,4059.76,23005.29
2024-02-05,Manabí,American Deli,21017.71,3152.66,17865.05
2024-02-06,Manabí,American Deli,25604.26,3840.64,21763.62
2024-02-07,Manabí,American Deli,20860.55,3129.08,17731.47
2024-02-08,Manabí,American Deli,29584.92,4437.74,25147.18
2024-02-09,Manabí,American Deli,23852.29,3577.84,20274.45
2024-02-10,Manabí,American Deli,23741.8,3561.27,20180.53
2024-02-11,Manabí,American Deli,28322.66,4248.4,24074.26
2024-02-12,Manabí,American Deli,17416.18,2612.43,14803.75
2024-02-13,Manabí,American Deli,30026.84,4504.03,25522.81
2024-02-14,Manabí,American Deli,30270.06,4540.51,25729.55
2024-02-15,Manabí,American Deli,22892.29,3433.84,19458.45
2024-02-16,Manabí,American Deli,19470.7,2920.61,16550.09
2024-02-17,Manabí,American Deli,22756.64,3413.5,19343.14
2024-02-18,Manabí,American Deli,21555.07,3233.26,18321.81
2024-02-19,Manabí,American Deli,20258.66,3038.8,17219.86
2024-02-20,Manabí,American Deli,26169.31,3925.4,22243.91
2024-02-21,Manabí,American Deli,24623.11,3693.47,20929.64
2024-02-22,Manabí,American Deli,23321.91,3498.29,19823.62
2024-02-23,Manabí,American Deli,26585.0,3987.75,22597.25
2024-02-24,Manabí,American Deli,28577.31,4286.6,24290.71
2024-02-25,Manabí,American Deli,17701.72,2655.26,15046.46
2024-02-26,Manabí,American Deli,21280.91,3192.14,18088.77
2024-02-27,Manabí,American Deli,18846.02,2826.9,16019.12
2024-02-28,Manabí,American Deli,26733.13,4009.97,22723.16
2024-02-29,Manabí,American Deli,30152.56,4522.88,25629.68
2024-03-01,Manabí,American Deli,15640.88,2346.13,13294.75
2024-03-02,Manabí,American Deli,20228.47,3034.27,17194.2
2024-03-03,Manabí,American Deli,18184.05,2727.61,15456.44
2024-03-04,Manabí,American Deli,21945.85,3291.88,18653.97
2024-03-05,Manabí,American Deli,22328.36,3349.25,18979.11
2024-03-06,Manabí,American Deli,18945.12,2841.77,16103.35
2024-03-07,Manabí,American Deli,28267.8,4240.17,24027.63
2024-03-08,Manabí,American Deli,19839.22,2975.88,16863.34
2024-03-09,Manabí,American Deli,23963.23,3594.48,20368.75
2024-03-10,Manabí,American Deli,28303.34,4245.5,24057.84
2024-03-11,Manabí,American Deli,28839.28,4325.89,24513.39
2024-03-12,Manabí,American Deli,16147.72,2422.16,13725.56
2024-03-13,Manabí,American Deli,29315.16,4397.27,24917.89
2024-03-14,Manabí,American Deli,29522.39,4428.36,25094.03
2024-03-15,Manabí,American Deli,16033.9,2405.09,13628.81
2024-03-16,Manabí,American Deli,30562.73,4584.41,25978.32
2024-03-17,Manabí,American Deli,25708.9,3856.34,21852.56
2024-03-18,Manabí,American Deli,16307.69,2446.15,13861.54
2024-03-19,Manabí,American Deli,19616.57,2942.49,16674.08
2024-03-20,Manabí,American Deli,23356.54,3503.48,19853.06
2024-03-21,Manabí,American Deli,23376.88,3506.53,19870.35
2024-03-22,Manabí,American Deli,15417.14,2312.57,13104.57
2024-03-23,Manabí,American Deli,25935.51,3890.33,22045.18
2024-03-24,Manabí,American Deli,26078.27,3911.74,22166.53
2024-03-25,Manabí,American Deli,26033.48,3905.02,22128.46
2024-03-26,Manabí,American Deli,30460.34,4569.05,25891.29
2024-03-27,Manabí,American Deli,27382.55,4107.38,23275.17
2024-03-28,Manabí,American Deli,30069.25,4510.39,25558.86
2024-03-29,Manabí,American Deli,18665.27,2799.79,15865.48
2024-03-30,Manabí,American Deli,16426.7,2464.01,13962.69
2024-03-31,Manabí,American Deli,23771.99,3565.8,20206.19
2024-04-01,Manabí,American Deli,25366.94,3805.04,21561.9
2024-04-02,Manabí,American Deli,25999.02,3899.85,22099.17
2024-04-03,Manabí,American Deli,18276.58,2741.49,15535.09
2024-04-04,Manabí,American Deli,23889.97,3583.5,20306.47
2024-04-05,Manabí,American Deli,24093.86,3614.08,20479.78
2024-04-06,Manabí,American Deli,27581.99,4137.3,23444.69
2024-04-07,Manabí,American Deli,22472.08,3370.81,19101.27
2024-04-08,Manabí,American Deli,27627.14,4144.07,23483.07
2024-04-09,Manabí,American Deli,21662.82,3249.42,18413.4
2024-04-10,Manabí,American Deli,25042.09,3756.31,21285.78
2024-04-11,Manabí,American Deli,21907.13,3286.07,18621.06
2024-04-12,Manabí,American Deli,19647.55,2947.13,16700.42
2024-04-13,Manabí,American Deli,28745.26,4311.79,24433.47
2024-04-14,Manabí,American Deli,19104.85,2865.73,16239.12
2024-04-15,Manabí,American Deli,28480.66,4272.1,24208.56
2024-04-16,Manabí,American Deli,26039.75,3905.96,22133.79
2024-04-17,Manabí,American Deli,18197.99,2729.7,15468.29
2024-04-18,Manabí,American Deli,25628.96,3844.34,21784.62
2024-04-19,Manabí,American Deli,29859.01,4478.85,25380.16
2024-04-20,Manabí,American Deli,28369.88,4255.48,24114.4
2024-04-21,Manabí,American Deli,21523.91,3228.59,18295.32
2024-04-22,Manabí,American Deli,20659.24,3098.89,17560.35
2024-04-23,Manabí,American Deli,20189.23,3028.38,17160.85
2024-04-24,Manabí,American Deli,26389.13,3958.37,22430.76
2024-04-25,Manabí,American Deli,21112.66,3166.9,17945.76
2024-04-26,Manabí,American Deli,16927.95,2539.19,14388.76
2024-04-27,Manabí,American Deli,29258.7,4388.81,24869.89
2024-04-28,Manabí,American Deli,28603.04,4290.46,24312.58
2024-04-29,Manabí,American Deli,30102.32,4515.35,25586.97
2024-04-30,Manabí,American Deli,22476.71,3371.51,19105.2
2024-05-01,Manabí,American Deli,17813.61,2672.04,15141.57
2024-05-02,Manabí,American Deli,23473.98,3521.1,19952.88
2024-05-03,Manabí,American Deli,28340.47,4251.07,24089.4
2024-05-04,Manabí,American Deli,22877.76,3431.66,19446.1
2024-05-05,Manabí,American Deli,23040.55,3456.08,19584.47
2024-05-06,Manabí,American Deli,16214.99,2432.25,13782.74
2024-05-07,Manabí,American Deli,24794.33,3719.15,21075.18
2024-05-08,Manabí,American Deli,27661.34,4149.2,23512.14
2024-05-09,Manabí,American Deli,18792.58,2818.89,15973.69
2024-05-10,Manabí,American Deli,23164.41,3474.66,19689.75
2024-05-11,Manabí,American Deli,23424.52,3513.68,19910.84
2024-05-12,Manabí,American Deli,25918.34,3887.75,22030.59
2024-05-13,Manabí,American Deli,15474.37,2321.16,13153.21
2024-05-14,Manabí,American Deli,29154.65,4373.2,24781.45
2024-05-15,Manabí,American Deli,19659.14,2948.87,16710.27
2024-05-16,Manabí,American Deli,30638.6,4595.79,26042.81
2024-05-17,Manabí,American Deli,28417.62,4262.64,24154.98
2024-05-18,Manabí,American Deli,17608.63,2641.29,14967.34
2024-05-19,Manabí,American Deli,24557.0,3683.55,20873.45
2024-05-20,Manabí,American Deli,25972.47,3895.87,22076.6
2024-05-21,Manabí,American Deli,28714.42,4307.16,24407.26
2024-05-22,Manabí,American Deli,23325.75,3498.86,19826.89
2024-05-23,Manabí,American Deli,24030.5,3604.57,20425.93
2024-05-24,Manabí,American Deli,15856.66,2378.5,13478.16
2024-05-25,Manabí,American Deli,22856.58,3428.49,19428.09
2024-05-26,Manabí,American Deli,23909.86,3586.48,20323.38
2024-05-27,Manabí,American Deli,28331.78,4249.77,24082.01
2024-05-28,Manabí,American Deli,29755.08,4463.26,25291.82
2024-05-29,Manabí,American Deli,24018.29,3602.74,20415.55
2024-05-30,Manabí,American Deli,30371.64,4555.75,25815.89
2024-05-31,Manabí,American Deli,24984.14,3747.62,21236.52
2024-06-01,Manabí,American Deli,17165.92,2574.89,14591.03
2024-06-02,Manabí,American Deli,15382.47,2307.37,13075.1
2024-06-03,Manabí,American Deli,22568.15,3385.22,19182.93
2024-06-04,Manabí,American Deli,19039.6,2855.94,16183.66
2024-06-05,Manabí,American Deli,19792.11,2968.82,16823.29
2024-06-06,Manabí,American Deli,19544.51,2931.68,16612.83
2024-06-07,Manabí,American Deli,21721.29,3258.19,18463.1
2024-06-08,Manabí,American Deli,17115.65,2567.35,14548.3
2024-06-09,Manabí,American Deli,18470.09,2770.51,15699.58
2024-06-10,Manabí,American Deli,30352.74,4552.91,25799.83
2024-06-11,Manabí,American Deli,26276.24,3941.44,22334.8
2024-06-12,Manabí,American Deli,28985.94,4347.89,24638.05
2024-06-13,Manabí,American Deli,26775.6,4016.34,22759.26
2024-06-14,Manabí,American Deli,20682.27,3102.34,17579.93
2024-06-15,Manabí,American Deli,23119.65,3467.95,19651.7
2024-06-16,Manabí,American Deli,17276.7,2591.51,14685.19
2024-06-17,Manabí,American Deli,17335.79,2600.37,14735.42
2024-06-18,Manabí,American Deli,30129.05,4519.36,25609.69
2024-06-19,Manabí,American Deli,19941.62,2991.24,16950.38
2024-06-20,Manabí,American Deli,24985.56,3747.83,21237.73
2024-06-21,Manabí,American Deli,18227.01,2734.05,15492.96
2024-06-22,Manabí,American Deli,16393.15,2458.97,13934.18
2024-06-23,Manabí,American Deli,16087.56,2413.13,13674.43
2024-06-24,Manabí,American Deli,23110.86,3466.63,19644.23
2024-06-25,Manabí,American Deli,30643.76,4596.56,26047.2
2024-06-26,Manabí,American Deli,17570.12,2635.52,14934.6
2024-06-27,Manabí,American Deli,20007.47,3001.12,17006.35
2024-06-28,Manabí,American Deli,27495.74,4124.36,23371.38
2024-06-29,Manabí,American Deli,22721.32,3408.2,19313.12
2024-06-30,Manabí,American Deli,22872.15,3430.82,19441.33
2024-07-01,Manabí,American Deli,26372.69,3955.9,22416.79
2024-07-02,Manabí,American Deli,29000.88,4350.13,24650.75
2024-07-03,Manabí,American Deli,21908.8,3286.32,18622.48
2024-07-04,Manabí,American Deli,25517.36,3827.6,21689.76
2024-07-05,Manabí,American Deli,27120.82,4068.12,23052.7
2024-07-06,Manabí,American Deli,24841.22,3726.18,21115.04
2024-07-07,Manabí,American Deli,29214.36,4382.15,24832.21
2024-07-08,Manabí,American Deli,20663.82,3099.57,17564.25
2024-07-09,Manabí,American Deli,20993.9,3149.09,17844.81
2024-07-10,Manabí,American Deli,21424.6,3213.69,18210.91
2024-07-11,Manabí,American Deli,24635.79,3695.37,20940.42
2024-07-12,Manabí,American Deli,24017.61,3602.64,20414.97
2024-07-13,Manabí,American Deli,25292.86,3793.93,21498.93
2024-07-14,Manabí,American Deli,25189.33,3778.4,21410.93
2024-07-15,Manabí,American Deli,15906.87,2386.03,13520.84
2024-07-16,Manabí,American Deli,20440.03,3066.0,17374.03
2024-07-17,Manabí,American Deli,17706.55,2655.98,15050.57
2024-07-18,Manabí,American Deli,24947.97,3742.2,21205.77
2024-07-19,Manabí,American Deli,18356.03,2753.4,15602.63
2024-07-20,Manabí,American Deli,25086.42,3762.96,21323.46
2024-07-21,Manabí,American Deli,23248.67,3487.3,19761.37
2024-07-22,Manabí,American Deli,17857.02,2678.55,15178.47
2024-07-23,Manabí,American Deli,20466.69,3070.0,17396.69
2024-07-24,Manabí,American Deli,28858.65,4328.8,24529.85
2024-07-25,Manabí,American Deli,19623.32,2943.5,16679.82
2024-07-26,Manabí,American Deli,22212.86,3331.93,18880.93
2024-07-27,Manabí,American Deli,22874.43,3431.16,19443.27
2024-07-28,Manabí,American Deli,26461.74,3969.26,22492.48
2024-07-29,Manabí,American Deli,26663.96,3999.59,22664.37
2024-07-30,Manabí,American Deli,25938.38,3890.76,22047.62
2024-07-31,Manabí,American Deli,22141.61,3321.24,18820.37
2024-08-01,Manabí,American Deli,22393.03,3358.95,19034.08
2024-08-02,Manabí,American Deli,19355.12,2903.27,16451.85
2024-08-03,Manabí,American Deli,23934.42,3590.16,20344.26
2024-08-04,Manabí,American Deli,28039.01,4205.85,23833.16
2024-08-05,Manabí,American Deli,21113.2,3166.98,17946.22
2024-08-06,Manabí,American Deli,24229.96,3634.49,20595.47
2024-08-07,Manabí,American Deli,28346.99,4252.05,24094.94
2024-08-08,Manabí,American Deli,19684.14,2952.62,16731.52
2024-08-09,Manabí,American Deli,25940.68,3891.1,22049.58
2024-08-10,Manabí,American Deli,15999.47,2399.92,13599.55
2024-08-11,Manabí,American Deli,17971.46,2695.72,15275.74
2024-08-12,Manabí,American Deli,27049.15,4057.37,22991.78
2024-08-13,Manabí,American Deli,25420.5,3813.07,21607.43
2024-08-14,Manabí,American Deli,16456.67,2468.5,13988.17
2024-08-15,Manabí,American Deli,30298.89,4544.83,25754.06
2024-08-16,Manabí,American Deli,19029.84,2854.48,16175.36
2024-08-17,Manabí,American Deli,25328.81,3799.32,21529.49
2024-08-18,Manabí,American Deli,26211.29,3931.69,22279.6
2024-08-19,Manabí,American Deli,19848.37,2977.26,16871.11
2024-08-20,Manabí,American Deli,30455.62,4568.34,25887.28
2024-08-21,Manabí,American Deli,27222.04,4083.31,23138.73
2024-08-22,Manabí,American Deli,18714.96,2807.24,15907.72
2024-08-23,Manabí,American Deli,16058.56,2408.78,13649.78
2024-08-24,Manabí,American Deli,23651.57,3547.74,20103.83
2024-08-25,Manabí,American Deli,20976.42,3146.46,17829.96
2024-08-26,Manabí,American Deli,15624.86,2343.73,13281.13
2024-08-27,Manabí,American Deli,19004.96,2850.74,16154.22
2024-08-28,Manabí,American Deli,15467.38,2320.11,13147.27
2024-08-29,Manabí,American Deli,22038.07,3305.71,18732.36
2024-08-30,Manabí,American Deli,28940.23,4341.03,24599.2
2024-08-31,Manabí,American Deli,29055.17,4358.28,24696.89
2024-09-01,Manabí,American Deli,23754.83,3563.22,20191.61
2024-09-02,Manabí,American Deli,18942.78,2841.42,16101.36
2024-09-03,Manabí,American Deli,28364.93,4254.74,24110.19
2024-09-04,Manabí,American Deli,27246.86,4087.03,23159.83
2024-09-05,Manabí,American Deli,19295.01,2894.25,16400.76
2024-09-06,Manabí,American Deli,27753.68,4163.05,23590.63
2024-09-07,Manabí,American Deli,22873.43,3431.01,19442.42
2024-09-08,Manabí,American Deli,16695.52,2504.33,14191.19
2024-09-09,Manabí,American Deli,29652.09,4447.81,25204.28
2024-09-10,Manabí,American Deli,17355.45,2603.32,14752.13
2024-09-11,Manabí,American Deli,15438.38,2315.76,13122.62
2024-09-12,Manabí,American Deli,20613.38,3092.01,17521.37
2024-09-13,Manabí,American Deli,26270.17,3940.53,22329.64
2024-09-14,Manabí,American Deli,20675.99,3101.4,17574.59
2024-09-15,Manabí,American Deli,16700.29,2505.04,14195.25
2024-09-16,Manabí,American Deli,29962.33,4494.35,25467.98
2024-09-17,Manabí,American Deli,28303.19,4245.48,24057.71
2024-09-18,Manabí,American Deli,27886.47,4182.97,23703.5
2024-09-19,Manabí,American Deli,29373.33,4406.0,24967.33
2024-09-20,Manabí,American Deli,19488.3,2923.24,16565.06
2024-09-21,Manabí,American Deli,27233.55,4085.03,23148.52
2024-09-22,Manabí,American Deli,23336.63,3500.49,19836.14
2024-09-23,Manabí,American Deli,20401.95,3060.29,17341.66
2024-09-24,Manabí,American Deli,23496.61,3524.49,19972.12
2024-09-25,Manabí,American Deli,18057.33,2708.6,15348.73
2024-09-26,Manabí,American Deli,20583.84,3087.58,17496.26
2024-09-27,Manabí,American Deli,21598.39,3239.76,18358.63
2024-09-28,Manabí,American Deli,16331.12,2449.67,13881.45
2024-09-29,Manabí,American Deli,20446.34,3066.95,17379.39
2024-09-30,Manabí,American Deli,19092.3,2863.84,16228.46
2024-10-01,Manabí,American Deli,18850.43,2827.56,16022.87
2024-10-02,Manabí,American Deli,21244.35,3186.65,18057.7
2024-10-03,Manabí,American Deli,16809.7,2521.45,14288.25
2024-10-04,Manabí,American Deli,25477.52,3821.63,21655.89
2024-10-05,Manabí,American Deli,24038.7,3605.8,20432.9
2024-10-06,Manabí,American Deli,22479.96,3371.99,19107.97
2024-10-07,Manabí,American Deli,27424.06,4113.61,23310.45
2024-10-08,Manabí,American Deli,26479.21,3971.88,22507.33
2024-10-09,Manabí,American Deli,19933.58,2990.04,16943.54
2024-10-10,Manabí,American Deli,24894.81,3734.22,21160.59
2024-10-11,Manabí,American Deli,20502.28,3075.34,17426.94
2024-10-12,Manabí,American Deli,19105.94,2865.89,16240.05
2024-10-13,Manabí,American Deli,28813.29,4321.99,24491.3
2024-10-14,Manabí,American Deli,24640.17,3696.03,20944.14
2024-10-15,Manabí,American Deli,15755.3,2363.29,13392.01
2024-10-16,Manabí,American Deli,27494.95,4124.24,23370.71
2024-10-17,Manabí,American Deli,22328.0,3349.2,18978.8
2024-10-18,Manabí,American Deli,27374.79,4106.22,23268.57
2024-10-19,Manabí,American Deli,27498.23,4124.73,23373.5
2024-10-20,Manabí,American Deli,19038.3,2855.74,16182.56
2024-10-21,Manabí,American Deli,29086.97,4363.05,24723.92
2024-10-22,Manabí,American Deli,26511.41,3976.71,22534.7
2024-10-23,Manabí,American Deli,21221.0,3183.15,18037.85
2024-10-24,Manabí,American Deli,18733.31,2810.0,15923.31
2024-10-25,Manabí,American Deli,26757.48,4013.62,22743.86
2024-10-26,Manabí,American Deli,18153.62,2723.04,15430.58
2024-10-27,Manabí,American Deli,22548.01,3382.2,19165.81
2024-10-28,Manabí,American Deli,28119.04,4217.86,23901.18
2024-10-29,Manabí,American Deli,29579.76,4436.96,25142.8
2024-10-30,Manabí,American Deli,27990.28,4198.54,23791.74
2024-10-31,Manabí,American Deli,19022.47,2853.37,16169.1
2024-11-01,Manabí,American Deli,18232.64,2734.9,15497.74
2024-11-02,Manabí,American Deli,28253.82,4238.07,24015.75
2024-11-03,Manabí,American Deli,22751.82,3412.77,19339.05
2024-11-04,Manabí,American Deli,24870.75,3730.61,21140.14
2024-11-05,Manabí,American Deli,28212.14,4231.82,23980.32
2024-11-06,Manabí,American Deli,19539.11,2930.87,16608.24
2024-11-07,Manabí,American Deli,30219.03,4532.85,25686.18
